key,source,Translation
08620FE74E4CE85733172B9A62BEA781,.357 Magnum Round,.357马格南子弹
F56A8D994D65770E0E921184A70365C5,.38 Special Round,.38特种子弹
306B6FC440FEFE9C34BD2F94826EC324,.45 ACP Round,.45 ACP子弹
37B831BD40E5AC2D30B5279FB2BC0D0C,.50 BMG,.50 BMG口径
F79A15F549CB663A366DC6BC8381BC3D,/a - Speak to admins.,/a - 与管理员交谈。
A2AA2B2C490D6DA5B45A019748AEBDFF,/g - Speak to everyone on the server.,/g - 与服务器上的所有人交谈。
A0A0F3F04D6C9C8A2BE15CA1A37EDEBA,/l - Speak to people nearby you. This is the default option.,/l - 与你附近的人交谈。这是默认选项。
11BEF6384961235E0218429BA70A1913,"/r - Speak over a radio, if you have one.",/r - 通过无线电交谈，如果你有的话。
8C1ED8FD412633EA482715BF37F6DBBF,/w - Speak to people right beside you.,/w - 与你旁边的人交谈。
240B9554410291F327A0FDB0CBD09A49,/y - Yell to people distant from you.,/y - 向远处的人喊叫。
B9EF204747FF2F74AE51BA84854CFE47,0.017,0.017
4606B9ED421E5BB9097A02A4AA3BB3B9,0.018,0.018
31E4690D4B1BE43D6F7D218E9ABDBBC2,0.019,0.019
54601E5740E16236BD2691A867568F56,0.020,0.020
5108184E4254CD248481E49EA287C5FE,1 Month,1个月
A84FF45C452A7B3749CD96B5EAC1CF57,1 Week,1周
17090BA24A8F1AC7EDCCDB8B724E87DD,1 Year,1年
B665AC494C81906D2F69999E9DD0D8E0,1 hour,1小时
873C9B624DCF4847D6FE0589B08B2782,1 minute,1分钟
64CC96F14C97057088FDB7A5E2882F98,1-Ingredient Recipes (Well Fed),1种成分食谱（饱食）
0BE5974641BF4F3550C49FAF336A103B,1.5 Months,1.5个月
77A222E941C6D9991A94EDB88B5706E6,1.5 Years,1.5年
B1AB3E9242231E5D317E8BB0EF186450,10% likelier to find rare items while scavenging.,拾荒时找到稀有物品的几率增加10%。
C2F159504CF8367CE1B265A2C91505F3,10-in-1 Shampoo Review (Dirty),10合1洗发水评论（脏）
F38F0A7946681A6793F162ADAA96B786,101 Useful Tips for Staying Awake 72 Hours (Tired),保持清醒72小时的101个有用技巧（疲倦）
5542E538411DF5F4E646608AA9D5D95B,12 Gauge Round,12号霰弹
8A9513DF4B69A68D681CAA82724B975B,15 minutes,15分钟
EE73B1714E7B4722A4E620BD664FCFB1,16,16
C010775B41EBC68A24A900A5A4F3349E,2 Months,2个月
980E04604C2851D96DBE2BA89F232A70,2 lockpicks remaining,剩余2个开锁器
9FBC1CA04AE02094353431BEBD43395C,3 Months,3个月
B7294B82465DEAEBBF7D53ADC3FB7895,30 minutes,30分钟
952E47674B9A199D23EE4C99F0F48C0B,3rd Grade Science Textbook (Burnt Hand),三年级科学教科书（烧伤手）
AFFFB2974C8B094FBE9AE19614908727,5 Days,5天
6FEBB0DF425F8A691FAAF2926A4D4CC2,5 minutes,5分钟
F015570D42CD3A105C0FEEACFFC4C284,5.56mm Round,5.56毫米子弹
BDE5CBB548B5FD9CEA9B10A337136F0F,5.7x28mm Round,5.7x28毫米子弹
7D6AE4B34737E8F96086139AD4DB7406,50% fall damage.,50%坠落伤害
B9816492436B190E761A55841A51D2F7,50% less likely to break your arms or legs.,手臂或腿部骨折的几率减少50%
2E18FC1C4056F9024F9437876A2ED1E1,50% less tiredness from jumping.,跳跃带来的疲劳减少50%
A658902D452F799C35654097452CB8FF,50% less tiredness from melee weapons.,近战武器带来的疲劳减少50%
18761A5D451E98816DB0F5A5951925D1,50% reduction to all incoming damage.,所有受到的伤害减少50%
44DF35D24ECD9954CA3496B544A093CB,57,57
45B5A316401B8CB342DE0C999648E355,6 Months,6个月
656F21754C6EA34B8EF0248A8AD268BF,7.62mm Round,7.62毫米子弹
34DB129A4777C0A70EFAF5B2912AAF09,9 Months,9个月
4494CC7143D5823C0388C1A525F8F68F,93.4 Broadcast Station,93.4广播站
7877EDFF475D0A7FA4E50AB99FE626D4,93.4 Broadcast Station,93.4广播站
948C388F485165CF2C6A9FAE51033F4D,95.2 Golden Days,95.2黄金时代
13E77D75E5E746DAA1FC60C3181EA5ED,9mm Round,9毫米子弹
4BEC5909477A3BCAC2C4FE97A171C24E,"<Link to=""{URL}"">Read more here.</>","<Link to=""{URL}"">在此处阅读更多。</>"
5B2CD6FF4AA41580556072961985CAD7,A BBQ Fajita.,烧烤法吉塔
B0BBFFD04A6DA25009BE5AB635828C4B,A Diver's Guide to Holding Your Breath (Drowning),潜水员憋气指南（溺水）
E049C279434197426578D7992041F8F3,A Lightless Bog,无光沼泽
BA42EC05491BAC5DE45E7E941DAE5841,A LoneStar 1911 magazine. Holds .45 ACP Rounds.,LoneStar 1911弹匣。可容纳.45 ACP子弹。
671185BF4E1450C423AFB7A6F25B7414,A P9 magazine. Holds 5.7x28mm rounds.,P9弹匣。可容纳5.7x28毫米子弹。
D194A8104A1B2E3DDED657B3620F01B5,A Sunny Day in the Sahara (Overheating),撒哈拉沙漠的晴天（过热）
1D1630074BFA6E1121038FB234B18BD9,A Turkish beef kebap.,土耳其牛肉烤肉串
F492C3FE4E34010A61E53FA312BA9D61,A UN Fifty-Seven magazine. Holds 5.7x28mm Rounds.,UN Fifty-Seven弹匣。可容纳5.7x28毫米子弹。
5A0764C547EF3F9AEA7F37A7D7A61D7B,A Wolfram 17 magazine. Holds 9mm Rounds.,Wolfram 17弹匣。可容纳9毫米子弹。
334B0E18426C3FB0EC5ABEB2371A9C05,A baby plant that failed to grow.,未能生长的小植物
33A285CE485C845326C4C89701B2BD6F,A baby plant that hasn't grown yet.,尚未生长的小植物
AC583C614F9327339767C795A6267990,A bag full of flour.,一袋面粉
F31909564254806CE7F1E2BEB70E0754,A bag full of yeast.,一袋酵母
2476436A4F299A67771D4FABC8C6CBEE,A bag of animal feed.,一袋动物饲料
374B8A9C4E4E1786E1B4CDB5CE0547C0,A bag of animal feed.,一袋动物饲料
3CCC6F56437438784FBE06BCF429ACCC,A bag of animal feed.,一袋动物饲料
6780EA0847D69D4195098FACA0D21008,A bag of animal feed.,一袋动物饲料
7F92E8794D1D9AD783D604BD3AE86F9C,A bag of coffee grounds.,一袋咖啡渣
A6CF74A840B5369B84CC208765C13750,A bag of compost.,一袋堆肥
95A6E6DB49E191F74711258F7893864F,A bag of concrete mix. <cf><cf>Useful in crafting.,一袋混凝土混合物。<cf><cf>在制作中很有用。
B8C8EA574247998C23685FA541177264,A bag of dry cat food.,一袋干猫粮
CBAB99E143DC45C4A0C7059036A2BF85,A bag of dry dog food.,一袋干狗粮
87446CCC4D41CE9E0BEC808823D30DF2,A bag of flash-frozen fries.,一袋速冻薯条
F63C3996489F51475C826C8C19275F82,A bag of hot dog buns.,一袋热狗面包
342A3BAA4CB5931AD9243780296EE752,A bag of rice. Would be better if it was cooked.,一袋米。煮熟会更好。
A8DC8252449C82690BD2DEAE540DCB98,A bag of rice. Would be better if it was cooked.,一袋米。煮熟会更好。
187170B5444B54D4AF2A2C8CE71EEE13,A bag of standard quality planting soil.,一袋标准质量的种植土
6EBFC3994D8FB4AE542C03A773597B3E,A bag of sugar. Would be better if used in cooking. ,一袋糖。用于烹饪会更好。
AD2D0A124F886BA4535122974417970A,A baguette.,一根法棍面包
039F842E4F27D0B6BB24E384CDBCCA2F,A ball of steel wool.<cf><cf>Can be used to strip rust off of cars.,一团钢丝球。<cf><cf>可用于去除汽车上的锈迹。
A93DC15B43EF7068D80275B3CC7A7A30,A banana.,一根香蕉
DBEF627C42355D059AE33E9239A2C56E,A bandana.,一条头巾
983839EF46A790C543B9EF90CA1BB15C,A bar frequented by veterans.,老兵常去的酒吧
9D92659942E700C1920B51834D489FE4,A bar frequented by veterans.,老兵常去的酒吧
9B292D6A4CEECBFC225E8492122F0D7B,A bar of soap.,一块肥皂
835AF49149E8C6A1D7C26297C864DE07,A barber shop.,一家理发店
891E80CE491CAEC8AC191CA796D78D7D,A barcode scanner. Used to scan barcodes.,一个条形码扫描器。用于扫描条形码。
73C762C14AEA21C23A36DEA12772B877,A barn storing various vehicles outdoors with a mechanic shop inside.,一个谷仓，室外存放各种车辆，内部有机械车间
FD2092F7440FD00D1ACE609C919CA80E,A barn with different traps and other defenses.,一个设有各种陷阱和其他防御设施的谷仓
6E0601FD444209352F664285C60DE870,A baseball diamond.,一个棒球场
7388AA47430EB58C5B2010BD818F53D7,A baseball hat.,一顶棒球帽
00A4861A424B6E4BAFFC29BE27E4B2FB,"A basic bandage.<cf><cf>Used to cover deep wounds, stop bleeding, and prevent infection. ",一个基础绷带。<cf><cf>用于覆盖深伤口、止血和预防感染。
776CBCA448513309D5C7CA86C519C4AA,"A basic bandage.<cf><cf>Used to cover deep wounds, stop bleeding, and prevent infection. ",一个基础绷带。<cf><cf>用于覆盖深伤口、止血和预防感染。
950D76C24BDE2DAB46539DB2425B6954,A basic hammer.,一把基础锤子
AA38C3C2474A10D98E8DDFBEF33FC889,A basic respirator.,一个基础呼吸器
0B677B62413B7D105FF842B350D24E09,A basic screwdriver.,一把基础螺丝刀
BCBC67BB44A340C084D2EB87635EA3EE,A basic sponge used for cleaning dishes.,一块用于清洗盘子的基础海绵
7A7BAE574E780779155DECAFB0EEC578,A basic walkie talkie. <cf><cf>Allows for cross-map communication within a certain range.,一个基础对讲机。<cf><cf>允许在一定范围内进行跨地图通信。
EC8A741C40C385041C9163B4B1A4F435,"A battery used for power tools. <cf><cf>Battery will deplete energy as it's being used, but can be recharged.",一个用于电动工具的电池。<cf><cf>电池在使用时会消耗能量，但可以充电。
E2DE2D8243937E33D75A3C88D0ECC56C,A battery used to power some smaller electronics.,一个用于为一些小型电子设备供电的电池
10CF81BB451D7F3DDF59DBB75C0FE2D2,A beef enchilada.,一份牛肉卷饼
E7759465488ECA628EE5D2BC5A9593EC,"A beer bottle, usually has beer in it.",一个啤酒瓶，通常装有啤酒。
965C0418432FD24DABDDF3B1825D2082,"A beer bottle, usually has beer in it.<cf><cf>A pseudo-imported European beer, sold internationally and bottled in hundreds of different countries.",一个啤酒瓶，通常装有啤酒。<cf><cf>一种伪进口的欧洲啤酒，在国际上销售，在数百个不同国家装瓶。
DE701A944F157B10A47970AB281FD89F,"A beer bottle, usually has beer in it.<cf><cf>Cerveza Higado is an imported Mexican lager, known for ads featuring tropical beaches and day drinking.",一个啤酒瓶，通常装有啤酒。<cf><cf>Cerveza Higado是一种进口的墨西哥拉格啤酒，以其热带海滩和日间饮酒的广告而闻名。
4DD657F34B6342597902F0A5D7F28CC0,"A beer bottle, usually has beer in it.<cf><cf>Cheap, uniform, and flat. It gets the job done.",一个啤酒瓶，通常装有啤酒。<cf><cf>便宜、统一且平淡。它能完成任务。
613E2D9440FFDAF9362537809F63EAE9,"A beer bottle, usually has beer in it.<cf><cf>Comes from a small microbrewery based in NYC. Double the alcohol content, triple the price.",一个啤酒瓶，通常装有啤酒。<cf><cf>来自纽约市的一家小型精酿啤酒厂。酒精含量翻倍，价格翻三倍。
87349B60421812E26C3147817F6AEEAA,A beret.,一顶贝雷帽
F6CAB6DE4A78B0BADBB9E1AAF4744BE6,A bit warmer than a T-shirt.,比T恤稍微暖和一点
54C2AAA945D11A8D16EC84A057A0C710,A blood pressure cuff.,一个血压袖带
6536A43C465CE9D991F4D280FBC396C6,A blue binder.,一个蓝色活页夹
B8EA69054444C1EDF7ECC2B301FDD44D,A bone scraper.,一个骨头刮刀
9B702DC44F5EBE15511B62A924A93915,"A bottle of bleach, usually has bleach in it.",一瓶漂白剂，通常装有漂白剂。
121024AD447340C3D7C5748FD06C33AF,"A bottle of car oil, usually has car oil in it.<cf><cf>Essential to keep car engines happy and healthy!",一瓶汽车机油，通常装有汽车机油。<cf><cf>对于保持汽车发动机快乐和健康至关重要！
CCB70A5F4447D4D4508FD187DA5E0658,"A bottle of cold medicine, usually contains cold medicine.<cf><cf>Can help reduce symptoms of colds. Makes recovery from colds occur twice as fast.",一瓶感冒药，通常含有感冒药。<cf><cf>可以帮助减轻感冒症状。使感冒恢复速度加倍。
476CF87248B493608A765585D53EEE95,"A bottle of conditioner, specifically made for dogs or cats, usually has conditioner in it.",一瓶护发素，专门为狗或猫制作，通常装有护发素。
0E08BE954E5538FAD279F5A36F9314F3,A bottle of cooking oil. Would be better if used in cooking.,一瓶食用油。用于烹饪会更好。
EFDCE3D745DC113540A2CD8A7284CD5A,"A bottle of detergent, usually has detergent in it. Can be used to clean clothing.",一瓶洗涤剂，通常装有洗涤剂。可用于清洁衣物。
63F570EA46A53FF7FDD745AC58230DDD,"A bottle of fabric softener, usually has fabric softener in it.",一瓶织物柔顺剂，通常装有织物柔顺剂。
FE899DEF440BC8504DDF9EB4A037D412,"A bottle of glass cleaner, usually has glass cleaner in it.",一瓶玻璃清洁剂，通常装有玻璃清洁剂。
DDC8240E4312AFE4F42E7699F772399A,"A bottle of glue, usually has glue in it.<cf><cf>Useful in crafting.",一瓶胶水，通常装有胶水。<cf><cf>在制作中很有用。
2CCE6F494A3401DD0376CBA3B00E43DE,"A bottle of hair growth serum, usually has serum in it.",一瓶生发精华液，通常含有精华液。
067DE50440E1AFEA6092D88872C4643D,"A bottle of hand soap, usually has hand soap in it. Can be used to disinfect smaller wounds.",一瓶洗手液，通常装有洗手液。可用于消毒较小的伤口。
727C8F594385A502686EAA99EE2E2CFB,"A bottle of hot sauce, usually has hot sauce in it.",一瓶辣酱，通常装有辣酱。
E65D7CED415DF9B19C0D24A505B58F45,"A bottle of ketchup, usually has ketchup in it.",一瓶番茄酱，通常装有番茄酱。
05CAA668445595663607A7A09A2C1404,"A bottle of pet purfume, usually has perfume in it.",一瓶宠物香水，通常装有香水。
707D33464D0D19404FC8BEA2C7E07036,"A bottle of ranch, usually has ranch in it.",一瓶牧场酱，通常装有牧场酱。
B66C7A02445AE8897333D0BF2D093CA2,"A bottle of shampoo, specifically made for dogs or cats, usually has shampoo in it.",一瓶洗发水，专门为狗或猫制作，通常装有洗发水。
90BA9604443A2AC0460FCAABFE2B261F,"A bottle of shampoo, usually has shampoo in it.",一瓶洗发水，通常装有洗发水。
AB4D2B9D4F629264FE1CD298352D2DE8,A bottle of sunscreen.,一瓶防晒霜
AD6F82144A0BC127428438821EDEA7CD,"A bottle of toilet cleaner, usually has toilet cleaner in it.",一瓶马桶清洁剂，通常装有马桶清洁剂。
2F0742894576D25B9D84B3ABECFD848F,A bottle of toothpaste. Minty!,一瓶牙膏。薄荷味！
543EDD17454C2C155F6A99B9CC8288FE,"A bottle, usually with water in it.",一个瓶子，通常装有水。
45A367FD48D1DCE1A65D279CACB6DF8E,"A bow, for firing arrows.",一把弓，用于发射箭矢。
638B000B4FB397732AC24EA5994A53C7,A bowl of cheese fondue.,一碗奶酪火锅
2E9A22CB40EDBC8BF686EBB4ADBE4849,A bowl of chocolate fondue.,一碗巧克力火锅
F6DB1843452C57342F5AFB8B391814E3,A bowl of jambalaya.,一碗什锦饭
C4A8920048DD95EBBA10B78EFD1953CA,A bowl of rice pilaf.,一碗抓饭
2690AE1A4691916CDBBB99ADF51A825B,A bowl of risotto.,一碗意大利烩饭
66A1796D4D26BC75E5B1B4A31FF12C72,A bowl of soup.,一碗汤
6AAEE1064294577D0A4A0C8361036DA1,A bowl of soup.,一碗汤
6E481A99479152D8D7C8AE823CE10739,A bowl of soup.,一碗汤
BC3677834DD1C645F559229630F7157F,A bowl of soup.,一碗汤
F70293234AB2523117689CB4FC24553E,A bowl of soup.,一碗汤
F9F9FA244C26788057B9AEA20E490C55,A bowl of spaghetti carbonara.,一碗培根蛋酱意大利面
926220E74206F51AA932D385A8D2878C,A bowl of stew.,一碗炖菜
AD9FA575405D9D5CF1DF66950D72196E,A box full of bauxite powder. Don't breathe this!<cf><cf>Used in advanced crafting recipes.,一盒铝土矿粉末。不要吸入！<cf><cf>用于高级制作配方。
897F3E1B44F264711B403D968862D62B,A box full of graphite powder. Don't breathe this!<cf><cf>Used in advanced crafting recipes.,一盒石墨粉末。不要吸入！<cf><cf>用于高级制作配方。
CCBACBE04039745799CFF593B94E4EB1,A box full of limestone powder. Don't breathe this!<cf><cf>Used in advanced crafting recipes.,一盒石灰石粉末。不要吸入！<cf><cf>用于高级制作配方。
CF6F286541ACC43728DA8BAAD3666FC9,A box of .357 Magnum rounds.,一盒.357马格南子弹
0500E14F4FDB99A36FFAC4A6ED2C9085,A box of .38 Special rounds.,一盒.38特种子弹
1E5A85FE47736609A6B6058B410DF452,A box of .45 ACP rounds.,一盒.45 ACP子弹
BD4CAFD141C74CA314A2E1B2408C9E24,A box of .50 BMG rounds.,一盒.50 BMG子弹
0B8F652848C7E3C2BB6FD482662B476D,A box of 12 Gauge rounds.,一盒12号霰弹
FFBEF1814997857666FBF1AF83B21B94,A box of 5.56mm rounds.,一盒5.56毫米子弹
B9BEB8524369F4A6591D5084E70C8CDA,A box of 5.7x28mm rounds.,一盒5.7x28毫米子弹
E53300CD401E0BBFD245728C298AA0AB,A box of 7.62mm rounds.,一盒7.62毫米子弹
2B3DC6EBA0B1471994EB5B1815475A5C,A box of 9mm rounds.,一盒9毫米子弹
3D93960D4618D96A8D52F38C7BF8E8D0,A box of almonds.,一盒杏仁
5FD709FE48B925B6DA692984D05CDC91,"A box of beef broth, usually has broth in it. Would be better in a soup!",一盒牛肉汤，通常装有汤。做成汤会更好！
FA5899454CF076B61E7C64AA14FE6121,A box of beef patties.,一盒牛肉饼
B8DC79BE41EFCDF3771B49AEFCE3AC61,A box of breadsticks.,一盒面包棒
9A2C73364BFDB2E26FA70DA886D2877E,A box of cashews.,一盒腰果
090323304A89067512C3DB82141E942A,A box of cereal.,一盒麦片
573E82624C049C3A0B7E47BA7C071AAF,A box of cereal.,一盒麦片
E075D32D4615AE41606C1FA29E3F7BDA,A box of cereal.,一盒麦片
484DE67D47517D9E3A2EBDBF3F4E7E23,A box of chalk sticks.,一盒粉笔
27F88F8E45F67AC9945C67AD888F91E8,"A box of chicken broth, usually has broth in it. Would be better in a soup!",一盒鸡汤，通常装有汤。做成汤会更好！
C27E659340B44AC6175D0B843DDBE619,A box of chicken noodles. Would be better cooked.,一盒鸡肉面条。煮熟会更好。
2B56AC174A8D96B663EE0BAF66A0A95C,A box of chocolate boom tarts.,一盒巧克力爆炸馅饼
A06CC67C4BA4D3B9461015B25E0241B6,A box of chocolate chip cookies.,一盒巧克力曲奇
8A454CD64D9806922D480C917AEB9EED,A box of citrus cakes.,一盒柑橘蛋糕
8299B68042AB2D22B1B641B6001C3794,A box of crackers.,一盒饼干
ACAE709F408E5A9C1471E5A3D7A8D34D,A box of crackers.,一盒饼干
AD7BA18347BAF8501C67659E286BF7BD,A box of crackers.,一盒饼干
059C4A624FADA0DCA6D48F956DD85732,A box of fancy chocolate with nuts. Expensive!,一盒坚果豪华巧克力。昂贵！
BC1DC1184D863FE6EF9801ADA8BE9C66,A box of fancy dark chocolate. Expensive!,一盒豪华黑巧克力。昂贵！
250567FC4050B467A72ED6A09DE27BB8,A box of fancy milk chocolate. Expensive!,一盒豪华牛奶巧克力。昂贵！
C210625D4C1AEBF7787C9DBD451FDBA5,A box of flash-frozen fish.,一盒速冻鱼
E6084A7B40FFD8BFB9184ABB08250C59,A box of flash-frozen waffles.,一盒速冻华夫饼
52CD822C4489CC95C30972B437D76286,A box of handmade screws.,一盒手工螺丝
FEBA24F14A815C897B5092B7947064A1,A box of handmade springs.,一盒手工弹簧
7364742040CBDDD9B3CEA59FC519AFCF,A box of hazelnut cookies.,一盒榛子曲奇
C2F5F286422CC029DE3902BAC24177FF,A box of hazelnuts.,一盒榛子
FA048FDC4B16FB52F6821F9D8C08DFDD,A box of hot chocolate mix.,一盒热巧克力粉
87A8554142D18DB277CBAE8DD0E8BF37,"A box of mac & cheese, but organic. Would be better cooked.",一盒有机通心粉和奶酪。煮熟会更好。
6F056FB04D0A63F34DA871A055C615A5,A box of mac & cheese. Would be better cooked.,一盒通心粉和奶酪。煮熟会更好。
0716E2FC4ADC360A83B56A866667EC0D,A box of nails.,一盒钉子
4B894D364612C4FBCD633A81E354789D,A box of oatmeal.,一盒燕麦片
B7266CE84B7C8CCDBD5BC3973D92A2D0,A box of oatmeal.,一盒燕麦片
C3C91B5F4A630E26CF99D49E06B99D83,A box of oatmeal.,一盒燕麦片
ADF10FB74F3005BD082EF99FE5A2894D,A box of peanuts.,一盒花生
95BF5A464FF99D577829519C02B49633,A box of penne. Would be better if it was cooked.,一盒通心粉。煮熟会更好。
BD477246461A1D0A99F2229C0110C949,A box of pineapple citrus cakes.,一盒菠萝柑橘蛋糕
1D211CF04DC0DB5552D7DB8DA2119A70,A box of pistachios.,一盒开心果
3DC9849D4C46C59155C933A88A289EC8,A box of plain boom tarts.,一盒普通爆炸馅饼
DBE1A9584B7ECF54B8CCDE8EA82F3F69,A box of powdered detergent.,一盒洗衣粉
DD4FA9B249F66910D46D9B8E0A9E7370,A box of screws.,一盒螺丝
AFEACDBA4BA3304CDC542E9FBD7B29A5,A box of spaghetti. Would be better if it was cooked.,一盒意大利面。煮熟会更好。
A31EA39E41C221187075CFB1FD03DC8D,A box of springs.,一盒弹簧
AC3AB6614C2ABC853F254A9F446A580D,A box of strawberry boom tarts.,一盒草莓爆炸馅饼
09D90C7D49A70A1DE2B767B8E48FF7E7,"A box of strong, heavy bolts.",一盒坚固的重型螺栓。
DBBCCC3246749F7217EAECA9D1BB26EC,"A box of strong, heavy bolts.",一盒坚固的重型螺栓。
C15B2E434604C8DBEF04F386144A8C73,A box of tea bags.,一盒茶包
BFCF3DD94CD021AAFE8E10BD03AF79B4,A box of tissues.,一盒纸巾
7632992E40965665222768B4E61504ED,A box of tortillas.,一盒玉米饼
D8E12675444338F8FB9537A3AE70FAD9,A box of vanilla biscuits.,一盒香草饼干
772650FC4BEC89F3BF78B18468920AEB,"A box of vegetable broth, usually has broth in it. Would be better in a soup!",一盒蔬菜汤，通常装有汤。做成汤会更好！
5B2628D5478F2E2AD3676FBFAA7DD24E,A box of walnuts.,一盒核桃
68400B2E494D7A11C79CC08FB41BA2F6,A box of wheat biscuits.,一盒小麦饼干
1B27DC234E3B4CDF5E2A2EB5A2F4CB6F,A box of zitoni tagliati. Would be better if it was cooked.,一盒意大利面。煮熟会更好。
5FB38A234212E9E85DFC7D870F38FC3C,A box with enchilada ingredients.,一盒墨西哥卷饼配料
224052464DE4466827E2B88040F93013,A box with fajita ingredients.,一盒法希塔配料
49CF7D124164E3BEA2AB7593B9D44118,A box with fajita ingredients.,一盒法希塔配料
0906418049B2C0D7CEB5C4BB2DD85BD6,A brass instrument used since 1500 BC.,一种自公元前1500年使用的铜管乐器
4EE258C048E6CD2A6BAAC99787A5C276,A bratwurst roll.,一个德国香肠卷
C2B63D2A42BF3298670C7CAC65E38470,A bright hawaiian shirt. Doesn't really fit...,一件鲜艳的夏威夷衬衫。不太合身...
9939DE2948328D8D931A35A524E963D8,A broccoli.,一棵西兰花
1ED48AD74F6EFE55129222B82690DE43,A broken bottle.,一个破瓶子
11A1218C4D90AEC3478187A695345F93,A broken bottle. Great for bar fights or heated disagreements!,一个破瓶子。非常适合酒吧斗殴或激烈争执！
2ACD9BB948B379D650E54888B8986E82,A brush used when shaving.,一把剃须时使用的刷子
4ECD32EA4796A77EFF47D7AD073C682C,"A bundle of hay used for feeding some farm animals, or yourself.",一捆干草，用于喂养一些农场动物，或者你自己。
7AFBE3244A4AC7416E7652BAB55C5B3C,A bundle of rolled rubber that acts as a great insulator.,一捆卷起的橡胶，是很好的绝缘体
7DDB2C4F460D6207F77BA4A3D78DB67A,A bundle of rolled rubber that acts as a great insulator.,一捆卷起的橡胶，是很好的绝缘体
