key,source,Translation
8B2D6F9646968758073D6BB3B5228040,+1 hour,+1 小時
D066EF1741868A90AAC07E8F6AC5D279,+1 month,+1 年
933AF96E45192EBC3F1FC282283AC239,+1 year,+1 月
4D227B9C469F79259D3B5C9618A45ACD,- Basic<cf>- Heavy,- 基礎<cf>- 重型
CF9BF3C845F4F931D53FD6AAA5CBED02,- Basic<cf>- Heavy,- 基礎<cf>- 重型
75BD859344EE69BA602C8A987265D00A,- Basic<cf>- Heavy<cf>- Industrial,- 基礎<cf>- 重型<cf>- 工業
DAA0EA334869133AECBC37ACC799FFAF,- Basic<cf>- Heavy<cf>- Industrial<cf>- Powered<cf>- Hydraulic,- 基礎<cf>- 重型<cf>- 工業<cf>- 動力<cf>- 液壓
234D85A04A1444C91BCF9D9F1472EED2,- Basic<cf>- Industrial,- 基礎<cf>- 工業
3D03A167401A24422188459CC2B3366D,- Digging<cf>- Mining<cf>- Wrench,- 挖掘<cf>- 採礦<cf>- 扳手
F40AA3CA42F338FB508409ADCC31C736,- Pan<cf>- Pot<cf>- Oven Dish,- 平底鍋<cf>- 鍋子<cf>- 烤盤
F989DF0449211032CB1BE8A93748D8B0,- Powered,- 動力
A8741C514C03A45D7250D4AC7C08994D,- Screwdriver<cf>- Powered<cf>- Industrial<cf>- Hydraulic,- 螺絲起子<cf>- 動力<cf>- 工業<cf>- 液壓
1F3BC0D2437B4F3C5DF12DBC8A5F4C2B,-1 day,-1 天
4CF78DF745EF724ED5CCCD97AF405032,-1 hour,-1 小時
1486B205418C3DD4206458AF968F6A60,-1 month,-1 月
69DCF22942B8ACE67D04A2BE047C93E9,-1 year,-1 年
08620FE74E4CE85733172B9A62BEA781,.357 Magnum Round,.357麥格農彈
F56A8D994D65770E0E921184A70365C5,.38 Special Round,.38特製子彈
306B6FC440FEFE9C34BD2F94826EC324,.45 ACP Round,.45 ACP子彈
37B831BD40E5AC2D30B5279FB2BC0D0C,.50 BMG,.50 BMG彈
F79A15F549CB663A366DC6BC8381BC3D,/a - Speak to admins.,/a - 與管理員說話
A2AA2B2C490D6DA5B45A019748AEBDFF,/g - Speak to everyone on the server.,/g - 與伺服器上的所有人說話
A0A0F3F04D6C9C8A2BE15CA1A37EDEBA,/l - Speak to people nearby you. This is the default option.,/l - 和你附近的人對話(預設選項)
11BEF6384961235E0218429BA70A1913,"/r - Speak over a radio, if you have one.",/r - 使用無線電發言(如果你有的話)
8C1ED8FD412633EA482715BF37F6DBBF,/w - Speak to people right beside you.,/w - 和就在你旁邊的人說話
240B9554410291F327A0FDB0CBD09A49,/y - Yell to people distant from you.,/y - 向遠處的人喊話
B9EF204747FF2F74AE51BA84854CFE47,0.017,0.017
4606B9ED421E5BB9097A02A4AA3BB3B9,0.018,0.018
31E4690D4B1BE43D6F7D218E9ABDBBC2,0.019,0.019
54601E5740E16236BD2691A867568F56,0.020,0.02
5108184E4254CD248481E49EA287C5FE,1 Month,一個月
A84FF45C452A7B3749CD96B5EAC1CF57,1 Week,一週
17090BA24A8F1AC7EDCCDB8B724E87DD,1 Year,一年
B665AC494C81906D2F69999E9DD0D8E0,1 hour,1小時
873C9B624DCF4847D6FE0589B08B2782,1 minute,1分鐘
64CC96F14C97057088FDB7A5E2882F98,1-Ingredient Recipes (Well Fed),單一素材食譜 (已吃飽)
0BE5974641BF4F3550C49FAF336A103B,1.5 Months,一個半月
77A222E941C6D9991A94EDB88B5706E6,1.5 Years,一年半
B1AB3E9242231E5D317E8BB0EF186450,10% likelier to find rare items while scavenging.,拾荒時發現稀有物品機率提高10%
C2F159504CF8367CE1B265A2C91505F3,10-in-1 Shampoo Review (Dirty),10合1洗髮精評測 (髒污)
F38F0A7946681A6793F162ADAA96B786,101 Useful Tips for Staying Awake 72 Hours (Tired),72小時不睡覺的101個實用技巧 (疲勞)
5542E538411DF5F4E646608AA9D5D95B,12 Gauge Round,12號獵槍彈
8A9513DF4B69A68D681CAA82724B975B,15 minutes,15分鐘
EE73B1714E7B4722A4E620BD664FCFB1,16,16
C010775B41EBC68A24A900A5A4F3349E,2 Months,兩個月
980E04604C2851D96DBE2BA89F232A70,2 lockpicks remaining,剩 2 支開鎖器
9FBC1CA04AE02094353431BEBD43395C,3 Months,三個月
B7294B82465DEAEBBF7D53ADC3FB7895,30 minutes,30分鐘
952E47674B9A199D23EE4C99F0F48C0B,3rd Grade Science Textbook (Burnt Hand),三年級自然課本 (燙傷手)
AFFFB2974C8B094FBE9AE19614908727,5 Days,5天
6FEBB0DF425F8A691FAAF2926A4D4CC2,5 minutes,5分鐘
F015570D42CD3A105C0FEEACFFC4C284,5.56mm Round,5.56mm子彈
BDE5CBB548B5FD9CEA9B10A337136F0F,5.7x28mm Round,5.7x28mm子彈
7D6AE4B34737E8F96086139AD4DB7406,50% fall damage.,跌落傷害減半
B9816492436B190E761A55841A51D2F7,50% less likely to break your arms or legs.,手腳骨折機率減半
2E18FC1C4056F9024F9437876A2ED1E1,50% less tiredness from jumping.,跳躍減少50%疲勞
A658902D452F799C35654097452CB8FF,50% less tiredness from melee weapons.,揮動近戰武器減少50%疲勞
18761A5D451E98816DB0F5A5951925D1,50% reduction to all incoming damage.,受到的所有傷害減半
44DF35D24ECD9954CA3496B544A093CB,57,57
45B5A316401B8CB342DE0C999648E355,6 Months,六個月
656F21754C6EA34B8EF0248A8AD268BF,7.62mm Round,7.62mm子彈
34DB129A4777C0A70EFAF5B2912AAF09,9 Months,九個月
4494CC7143D5823C0388C1A525F8F68F,93.4 Broadcast Station,93.4 廣播站
7877EDFF475D0A7FA4E50AB99FE626D4,93.4 Broadcast Station,93.4 廣播站
948C388F485165CF2C6A9FAE51033F4D,95.2 Golden Days,95.2 黃金歲月
13E77D75E5E746DAA1FC60C3181EA5ED,9mm Round,9mm子彈
4BEC5909477A3BCAC2C4FE97A171C24E,"<Link to=""{URL}"">Read more here.</>","<Link to=""{URL}"">點我看詳情</>"
5B2CD6FF4AA41580556072961985CAD7,A BBQ Fajita.,烤肉醬口味法士達
B0BBFFD04A6DA25009BE5AB635828C4B,A Diver's Guide to Holding Your Breath (Drowning),潛水員的憋氣呼吸指南 (溺水)
E049C279434197426578D7992041F8F3,A Lightless Bog,無光之沼
BA42EC05491BAC5DE45E7E941DAE5841,A LoneStar 1911 magazine. Holds .45 ACP Rounds.,一個Lonestar 1911彈匣 可裝填.45 ACP子彈
671185BF4E1450C423AFB7A6F25B7414,A P9 magazine. Holds 5.7x28mm rounds.,P9專用彈匣 可裝5.7x28mm子彈
D194A8104A1B2E3DDED657B3620F01B5,A Sunny Day in the Sahara (Overheating),撒哈拉豔陽天 (中暑)
1D1630074BFA6E1121038FB234B18BD9,A Turkish beef kebap.,土耳其牛肉烤肉串
F492C3FE4E34010A61E53FA312BA9D61,A UN Fifty-Seven magazine. Holds 5.7x28mm Rounds.,一個聯合國5.7彈匣 可裝填5.7x28mm子彈
5A0764C547EF3F9AEA7F37A7D7A61D7B,A Wolfram 17 magazine. Holds 9mm Rounds.,一個Wolfram 17彈匣 可裝填9mm子彈
334B0E18426C3FB0EC5ABEB2371A9C05,A baby plant that failed to grow.,未能長成的小植物
33A285CE485C845326C4C89701B2BD6F,A baby plant that hasn't grown yet.,還沒長大的小植物
AC583C614F9327339767C795A6267990,A bag full of flour.,一大袋麵粉
F31909564254806CE7F1E2BEB70E0754,A bag full of yeast.,一包酵母粉
2476436A4F299A67771D4FABC8C6CBEE,A bag of animal feed.,一袋動物飼料
374B8A9C4E4E1786E1B4CDB5CE0547C0,A bag of animal feed.,一袋動物飼料
3CCC6F56437438784FBE06BCF429ACCC,A bag of animal feed.,一袋動物飼料
6780EA0847D69D4195098FACA0D21008,A bag of animal feed.,一袋動物飼料
7F92E8794D1D9AD783D604BD3AE86F9C,A bag of coffee grounds.,一包咖啡粉
A6CF74A840B5369B84CC208765C13750,A bag of compost.,一袋堆肥土
95A6E6DB49E191F74711258F7893864F,A bag of concrete mix. <cf><cf>Useful in crafting.,一包混泥土<cf><cf>可用於製作
B8C8EA574247998C23685FA541177264,A bag of dry cat food.,一包貓用乾糧
CBAB99E143DC45C4A0C7059036A2BF85,A bag of dry dog food.,一包狗用乾糧
87446CCC4D41CE9E0BEC808823D30DF2,A bag of flash-frozen fries.,一包冷凍薯條
F63C3996489F51475C826C8C19275F82,A bag of hot dog buns.,一袋熱狗專用麵包
342A3BAA4CB5931AD9243780296EE752,A bag of rice. Would be better if it was cooked.,一包全穀米 煮過比較好吃
A8DC8252449C82690BD2DEAE540DCB98,A bag of rice. Would be better if it was cooked.,一包全穀米 煮過比較好吃
187170B5444B54D4AF2A2C8CE71EEE13,A bag of standard quality planting soil.,一袋標準植栽土
6EBFC3994D8FB4AE542C03A773597B3E,A bag of sugar. Would be better if used in cooking. ,一包砂糖 烹調時最好用
AD2D0A124F886BA4535122974417970A,A baguette.,法國長棍麵包
039F842E4F27D0B6BB24E384CDBCCA2F,A ball of steel wool.<cf><cf>Can be used to strip rust off of cars.,一團鋼絲絨<cf><cf>可用來刷掉汽車上的鏽蝕
A93DC15B43EF7068D80275B3CC7A7A30,A banana.,一根香蕉
DBEF627C42355D059AE33E9239A2C56E,A bandana.,一條頭巾
983839EF46A790C543B9EF90CA1BB15C,A bar frequented by veterans.,退役軍人經常出沒的酒吧
9D92659942E700C1920B51834D489FE4,A bar frequented by veterans.,退役軍人經常出沒的酒吧
9B292D6A4CEECBFC225E8492122F0D7B,A bar of soap.,一塊肥皂
835AF49149E8C6A1D7C26297C864DE07,A barber shop.,理髮店
891E80CE491CAEC8AC191CA796D78D7D,A barcode scanner. Used to scan barcodes.,可以掃描條碼的裝置
73C762C14AEA21C23A36DEA12772B877,A barn storing various vehicles outdoors with a mechanic shop inside.,有戶外停放多輛車輛、室內有修車廠的穀倉
FD2092F7440FD00D1ACE609C919CA80E,A barn with different traps and other defenses.,擺滿各種陷阱與防禦設施的穀倉
6E0601FD444209352F664285C60DE870,A baseball diamond.,一座棒球場
7388AA47430EB58C5B2010BD818F53D7,A baseball hat.,一頂棒球帽
00A4861A424B6E4BAFFC29BE27E4B2FB,"A basic bandage.<cf><cf>Used to cover deep wounds, stop bleeding, and prevent infection. ","一般醫療繃帶<cf><cf>可包紮深層傷口, 止血, 防感染"
776CBCA448513309D5C7CA86C519C4AA,"A basic bandage.<cf><cf>Used to cover deep wounds, stop bleeding, and prevent infection. ","一般醫療繃帶<cf><cf>可包紮深層傷口, 止血, 防感染"
950D76C24BDE2DAB46539DB2425B6954,A basic hammer.,一般用的鐵鎚
AA38C3C2474A10D98E8DDFBEF33FC889,A basic respirator.,基本款防毒面具
0B677B62413B7D105FF842B350D24E09,A basic screwdriver.,一般用十字起子
BCBC67BB44A340C084D2EB87635EA3EE,A basic sponge used for cleaning dishes.,一塊廚房洗碗專用海綿
7A7BAE574E780779155DECAFB0EEC578,A basic walkie talkie. <cf><cf>Allows for cross-map communication within a certain range.,簡單對講機<cf><cf>可跨地圖通訊(有距離限制)
EC8A741C40C385041C9163B4B1A4F435,"A battery used for power tools. <cf><cf>Battery will deplete energy as it's being used, but can be recharged.","電動工具專用的電池<cf><cf>使用時電量會逐漸耗盡, 能夠充電"
E2DE2D8243937E33D75A3C88D0ECC56C,A battery used to power some smaller electronics.,用於部分小型電子設備的電池
10CF81BB451D7F3DDF59DBB75C0FE2D2,A beef enchilada.,一份牛肉墨西哥捲
E7759465488ECA628EE5D2BC5A9593EC,"A beer bottle, usually has beer in it.","一支啤酒瓶, 通常裝有啤酒"
965C0418432FD24DABDDF3B1825D2082,"A beer bottle, usually has beer in it.<cf><cf>A pseudo-imported European beer, sold internationally and bottled in hundreds of different countries.","一支啤酒瓶, 通常裝有啤酒<cf><cf>假進口歐洲啤酒, 全球販售, 數百廠裝瓶, 真假難辨"
DE701A944F157B10A47970AB281FD89F,"A beer bottle, usually has beer in it.<cf><cf>Cerveza Higado is an imported Mexican lager, known for ads featuring tropical beaches and day drinking.","一支啤酒瓶, 通常裝有啤酒<cf><cf>Cerveza Higado為墨西哥進口拉格啤酒, 廣告常有熱帶海灘和白天小酌情境"
4DD657F34B6342597902F0A5D7F28CC0,"A beer bottle, usually has beer in it.<cf><cf>Cheap, uniform, and flat. It gets the job done.","一支啤酒瓶, 通常裝有啤酒<cf><cf>便宜, 制式, 沒氣泡, 但能喝就好"
613E2D9440FFDAF9362537809F63EAE9,"A beer bottle, usually has beer in it.<cf><cf>Comes from a small microbrewery based in NYC. Double the alcohol content, triple the price.","一支啤酒瓶, 通常裝有啤酒<cf><cf>來自NYC在地精釀工坊酒精濃度加倍, 價格三倍"
87349B60421812E26C3147817F6AEEAA,A beret.,一頂貝雷帽
F6CAB6DE4A78B0BADBB9E1AAF4744BE6,A bit warmer than a T-shirt.,比T恤還更保暖
54C2AAA945D11A8D16EC84A057A0C710,A blood pressure cuff.,一組血壓計
6536A43C465CE9D991F4D280FBC396C6,A blue binder.,一個藍色資料夾
B8EA69054444C1EDF7ECC2B301FDD44D,A bone scraper.,一支骨刮刀
9B702DC44F5EBE15511B62A924A93915,"A bottle of bleach, usually has bleach in it.","一瓶漂白水, 內有漂白劑"
121024AD447340C3D7C5748FD06C33AF,"A bottle of car oil, usually has car oil in it.<cf><cf>Essential to keep car engines happy and healthy!","一瓶汽車機油, 裡頭通常會有車用機油<cf><cf>維持引擎運作, 延長壽命的必需品!"
CCB70A5F4447D4D4508FD187DA5E0658,"A bottle of cold medicine, usually contains cold medicine.<cf><cf>Can help reduce symptoms of colds. Makes recovery from colds occur twice as fast.","一瓶感冒藥, 一般都裝藥液<cf><cf>可減緩感冒症狀, 讓你恢復速度加倍"
476CF87248B493608A765585D53EEE95,"A bottle of conditioner, specifically made for dogs or cats, usually has conditioner in it.","專為狗狗或貓咪設計的護毛乳, 內容物為寵物專用護髮乳"
0E08BE954E5538FAD279F5A36F9314F3,A bottle of cooking oil. Would be better if used in cooking.,一瓶食用油<cf><cf>還是用來煮東西比較好
EFDCE3D745DC113540A2CD8A7284CD5A,"A bottle of detergent, usually has detergent in it. Can be used to clean clothing.","一瓶洗衣精, 內含清潔劑<cf><cf>可用於清洗衣服"
63F570EA46A53FF7FDD745AC58230DDD,"A bottle of fabric softener, usually has fabric softener in it.","一瓶衣物柔軟精, 通常裡面是柔軟劑"
FE899DEF440BC8504DDF9EB4A037D412,"A bottle of glass cleaner, usually has glass cleaner in it.","一瓶玻璃清潔劑, 通常裡面裝滿清潔液"
DDC8240E4312AFE4F42E7699F772399A,"A bottle of glue, usually has glue in it.<cf><cf>Useful in crafting.","一瓶膠水, 裡頭通常有剩餘膠水<cf><cf>製作物品用"
2CCE6F494A3401DD0376CBA3B00E43DE,"A bottle of hair growth serum, usually has serum in it.","一瓶生髮精華液, 裡面通常裝的是精華液"
067DE50440E1AFEA6092D88872C4643D,"A bottle of hand soap, usually has hand soap in it. Can be used to disinfect smaller wounds.","一瓶洗手乳, 裡頭通常裝有液體肥皂可用來消毒小傷口"
727C8F594385A502686EAA99EE2E2CFB,"A bottle of hot sauce, usually has hot sauce in it.","一瓶辣椒醬, 通常裡面都是辣醬"
E65D7CED415DF9B19C0D24A505B58F45,"A bottle of ketchup, usually has ketchup in it.","一瓶番茄醬, 通常都裝滿番茄醬"
05CAA668445595663607A7A09A2C1404,"A bottle of pet purfume, usually has perfume in it.",一瓶寵物用香水
707D33464D0D19404FC8BEA2C7E07036,"A bottle of ranch, usually has ranch in it.","一瓶田園沙拉醬, 內容物為醬汁"
B66C7A02445AE8897333D0BF2D093CA2,"A bottle of shampoo, specifically made for dogs or cats, usually has shampoo in it.","專為狗狗或貓咪設計的洗毛精, 通常裡面裝的是寵物用洗髮精"
90BA9604443A2AC0460FCAABFE2B261F,"A bottle of shampoo, usually has shampoo in it.","一瓶洗髮精, 裡面通常裝著洗髮精"
AB4D2B9D4F629264FE1CD298352D2DE8,A bottle of sunscreen.,一瓶防曬乳
AD6F82144A0BC127428438821EDEA7CD,"A bottle of toilet cleaner, usually has toilet cleaner in it.","一瓶馬桶清潔劑, 內容物為清潔劑"
2F0742894576D25B9D84B3ABECFD848F,A bottle of toothpaste. Minty!,一瓶牙膏 很涼!
543EDD17454C2C155F6A99B9CC8288FE,"A bottle, usually with water in it.","常見的水瓶, 通常裝有飲用水"
45A367FD48D1DCE1A65D279CACB6DF8E,"A bow, for firing arrows.","一把弓, 射箭專用"
638B000B4FB397732AC24EA5994A53C7,A bowl of cheese fondue.,一碗香濃起司火鍋
2E9A22CB40EDBC8BF686EBB4ADBE4849,A bowl of chocolate fondue.,一碗巧克力火鍋
F6DB1843452C57342F5AFB8B391814E3,A bowl of jambalaya.,一碗路易斯安那辣燴飯
C4A8920048DD95EBBA10B78EFD1953CA,A bowl of rice pilaf.,一碗米飯燉菜
2690AE1A4691916CDBBB99ADF51A825B,A bowl of risotto.,一碗燉飯
66A1796D4D26BC75E5B1B4A31FF12C72,A bowl of soup.,一碗湯
6AAEE1064294577D0A4A0C8361036DA1,A bowl of soup.,一碗湯
6E481A99479152D8D7C8AE823CE10739,A bowl of soup.,一碗湯
BC3677834DD1C645F559229630F7157F,A bowl of soup.,一碗湯
F70293234AB2523117689CB4FC24553E,A bowl of soup.,一碗湯
F9F9FA244C26788057B9AEA20E490C55,A bowl of spaghetti carbonara.,一碗義大利培根蛋麵
926220E74206F51AA932D385A8D2878C,A bowl of stew.,一碗熱騰騰的牛肉湯
AD9FA575405D9D5CF1DF66950D72196E,A box full of bauxite powder. Don't breathe this!<cf><cf>Used in advanced crafting recipes.,一盒鋁土粉末 請勿吸入!<cf><cf>可用於高級製作
897F3E1B44F264711B403D968862D62B,A box full of graphite powder. Don't breathe this!<cf><cf>Used in advanced crafting recipes.,一盒石墨粉末 請勿吸入!<cf><cf>可用於高級製作
CCBACBE04039745799CFF593B94E4EB1,A box full of limestone powder. Don't breathe this!<cf><cf>Used in advanced crafting recipes.,一盒石灰粉末 請勿吸入!<cf><cf>可用於高級製作
CF6F286541ACC43728DA8BAAD3666FC9,A box of .357 Magnum rounds.,一盒.357麥格農彈
0500E14F4FDB99A36FFAC4A6ED2C9085,A box of .38 Special rounds.,一盒 .38 特製子彈
1E5A85FE47736609A6B6058B410DF452,A box of .45 ACP rounds.,一盒 .45 ACP 子彈
BD4CAFD141C74CA314A2E1B2408C9E24,A box of .50 BMG rounds.,一盒.50 BMG子彈
0B8F652848C7E3C2BB6FD482662B476D,A box of 12 Gauge rounds.,一盒12號霰彈
FFBEF1814997857666FBF1AF83B21B94,A box of 5.56mm rounds.,一盒5.56mm子彈
B9BEB8524369F4A6591D5084E70C8CDA,A box of 5.7x28mm rounds.,一盒 5.7x28mm 子彈
E53300CD401E0BBFD245728C298AA0AB,A box of 7.62mm rounds.,一盒7.62mm子彈
2B3DC6EBA0B1471994EB5B1815475A5C,A box of 9mm rounds.,一盒 9mm 子彈
3D93960D4618D96A8D52F38C7BF8E8D0,A box of almonds.,一盒杏仁果
5FD709FE48B925B6DA692984D05CDC91,"A box of beef broth, usually has broth in it. Would be better in a soup!","一盒牛肉高湯, 通常裡頭是湯底<cf><cf>煮湯超讚!"
FA5899454CF076B61E7C64AA14FE6121,A box of beef patties.,一盒牛肉排
B8DC79BE41EFCDF3771B49AEFCE3AC61,A box of breadsticks.,一盒帶鹹香的麵包棒
9A2C73364BFDB2E26FA70DA886D2877E,A box of cashews.,一盒腰果
090323304A89067512C3DB82141E942A,A box of cereal.,一盒歡樂圈麥片
573E82624C049C3A0B7E47BA7C071AAF,A box of cereal.,一盒歡樂圈麥片
E075D32D4615AE41606C1FA29E3F7BDA,A box of cereal.,一盒歡樂圈麥片
484DE67D47517D9E3A2EBDBF3F4E7E23,A box of chalk sticks.,一盒粉筆
27F88F8E45F67AC9945C67AD888F91E8,"A box of chicken broth, usually has broth in it. Would be better in a soup!","一盒雞肉高湯, 通常裡頭是湯底<cf><cf>煮湯超讚!"
C27E659340B44AC6175D0B843DDBE619,A box of chicken noodles. Would be better cooked.,"一盒雞肉泡麵, 煮熟味道更棒"
2B56AC174A8D96B663EE0BAF66A0A95C,A box of chocolate boom tarts.,一盒巧克力爆彈酥
A06CC67C4BA4D3B9461015B25E0241B6,A box of chocolate chip cookies.,一盒巧克力豆餅乾
8A454CD64D9806922D480C917AEB9EED,A box of citrus cakes.,一盒柑橘蛋糕
8299B68042AB2D22B1B641B6001C3794,A box of crackers.,一盒奶油蘇打餅乾
ACAE709F408E5A9C1471E5A3D7A8D34D,A box of crackers.,一盒奶油蘇打餅乾
AD7BA18347BAF8501C67659E286BF7BD,A box of crackers.,一盒奶油蘇打餅乾
059C4A624FADA0DCA6D48F956DD85732,A box of fancy chocolate with nuts. Expensive!,"一盒高級混合堅果巧克力, 價值不菲!"
BC1DC1184D863FE6EF9801ADA8BE9C66,A box of fancy dark chocolate. Expensive!,"一盒高級黑巧克力, 價值不菲!"
250567FC4050B467A72ED6A09DE27BB8,A box of fancy milk chocolate. Expensive!,"一盒高級牛奶巧克力, 價值不菲!"
C210625D4C1AEBF7787C9DBD451FDBA5,A box of flash-frozen fish.,一盒冷凍魚塊
E6084A7B40FFD8BFB9184ABB08250C59,A box of flash-frozen waffles.,一盒冷凍鬆餅
52CD822C4489CC95C30972B437D76286,A box of handmade screws.,一盒手工製螺絲
FEBA24F14A815C897B5092B7947064A1,A box of handmade springs.,一盒手工製彈簧
7364742040CBDDD9B3CEA59FC519AFCF,A box of hazelnut cookies.,一盒榛果餅乾
C2F5F286422CC029DE3902BAC24177FF,A box of hazelnuts.,一盒榛果
FA048FDC4B16FB52F6821F9D8C08DFDD,A box of hot chocolate mix.,一盒熱可可粉
87A8554142D18DB277CBAE8DD0E8BF37,"A box of mac & cheese, but organic. Would be better cooked.","一盒有機的起司通心粉, 煮過會更香"
6F056FB04D0A63F34DA871A055C615A5,A box of mac & cheese. Would be better cooked.,"一盒起司通心粉, 煮熟會比較好吃"
0716E2FC4ADC360A83B56A866667EC0D,A box of nails.,一盒釘子
4B894D364612C4FBCD633A81E354789D,A box of oatmeal.,一盒楓糖燕麥片
B7266CE84B7C8CCDBD5BC3973D92A2D0,A box of oatmeal.,一盒楓糖燕麥片
C3C91B5F4A630E26CF99D49E06B99D83,A box of oatmeal.,一盒楓糖燕麥片
ADF10FB74F3005BD082EF99FE5A2894D,A box of peanuts.,一盒花生
95BF5A464FF99D577829519C02B49633,A box of penne. Would be better if it was cooked.,"一盒斜管麵, 煮熟更好吃"
BD477246461A1D0A99F2229C0110C949,A box of pineapple citrus cakes.,一盒鳳梨柑橘蛋糕
1D211CF04DC0DB5552D7DB8DA2119A70,A box of pistachios.,一盒開心果
3DC9849D4C46C59155C933A88A289EC8,A box of plain boom tarts.,一盒原味爆彈酥
DBE1A9584B7ECF54B8CCDE8EA82F3F69,A box of powdered detergent.,一盒洗衣粉
DD4FA9B249F66910D46D9B8E0A9E7370,A box of screws.,一盒螺絲
AFEACDBA4BA3304CDC542E9FBD7B29A5,A box of spaghetti. Would be better if it was cooked.,"一盒義大利麵, 煮熟更美味"
A31EA39E41C221187075CFB1FD03DC8D,A box of springs.,一盒彈簧
AC3AB6614C2ABC853F254A9F446A580D,A box of strawberry boom tarts.,一盒草莓爆彈餅乾
09D90C7D49A70A1DE2B767B8E48FF7E7,"A box of strong, heavy bolts.",一盒堅固的重型螺栓
DBBCCC3246749F7217EAECA9D1BB26EC,"A box of strong, heavy bolts.",一盒堅固的重型螺栓
C15B2E434604C8DBEF04F386144A8C73,A box of tea bags.,一盒茶包
BFCF3DD94CD021AAFE8E10BD03AF79B4,A box of tissues.,一盒衛生紙
7632992E40965665222768B4E61504ED,A box of tortillas.,一盒墨西哥餅皮
D8E12675444338F8FB9537A3AE70FAD9,A box of vanilla biscuits.,一盒香草餅乾
772650FC4BEC89F3BF78B18468920AEB,"A box of vegetable broth, usually has broth in it. Would be better in a soup!","一盒蔬菜高湯, 通常裡頭是湯底<cf><cf>煮湯超讚!"
5B2628D5478F2E2AD3676FBFAA7DD24E,A box of walnuts.,一盒胡桃
68400B2E494D7A11C79CC08FB41BA2F6,A box of wheat biscuits.,一盒小麥餅乾
1B27DC234E3B4CDF5E2A2EB5A2F4CB6F,A box of zitoni tagliati. Would be better if it was cooked.,"一盒義大利管麵, 煮熟更美味"
5FB38A234212E9E85DFC7D870F38FC3C,A box with enchilada ingredients.,一盒墨西哥捲料理食材
224052464DE4466827E2B88040F93013,A box with fajita ingredients.,一盒雞肉法士達食材
49CF7D124164E3BEA2AB7593B9D44118,A box with fajita ingredients.,一盒雞肉法士達食材
0906418049B2C0D7CEB5C4BB2DD85BD6,A brass instrument used since 1500 BC.,自西元前1500年沿用至今的銅管樂器
4EE258C048E6CD2A6BAAC99787A5C276,A bratwurst roll.,一條德國香腸捲
C2B63D2A42BF3298670C7CAC65E38470,A bright hawaiian shirt. Doesn't really fit...,"超花的夏威夷衫, 跟氣氛不太搭……"
9939DE2948328D8D931A35A524E963D8,A broccoli.,一顆花椰菜
1ED48AD74F6EFE55129222B82690DE43,A broken bottle.,一瓶破掉的玻璃瓶
11A1218C4D90AEC3478187A695345F93,A broken bottle. Great for bar fights or heated disagreements!,"破碎的玻璃瓶, 打架關鍵武器!"
2ACD9BB948B379D650E54888B8986E82,A brush used when shaving.,一支刮鬍專用刷
