key,source,Translation
17090BA24A8F1AC7EDCCDB8B724E87DD,1 Year,1年後
B665AC494C81906D2F69999E9DD0D8E0,1 hour,1時間
873C9B624DCF4847D6FE0589B08B2782,1 minute,1分
64CC96F14C97057088FDB7A5E2882F98,1-Ingredient Recipes (Well Fed),1つの材料で作るレシピ（Well Fed）
0BE5974641BF4F3550C49FAF336A103B,1.5 Months,1ヶ月半後
77A222E941C6D9991A94EDB88B5706E6,1.5 Years,1年半後
B1AB3E9242231E5D317E8BB0EF186450,10% likelier to find rare items while scavenging.,探索中にレアアイテムが見つかる可能性が 10% 高くなります。
C2F159504CF8367CE1B265A2C91505F3,10-in-1 Shampoo Review (Dirty),10-in-1シャンプーレビュー（ダーティー）
F38F0A7946681A6793F162ADAA96B786,101 Useful Tips for Staying Awake 72 Hours (Tired),72時間眠気を催さないための101の役立つヒント（疲れた時）
5542E538411DF5F4E646608AA9D5D95B,12 Gauge Round,12 ゲージ弾
8A9513DF4B69A68D681CAA82724B975B,15 minutes,15分
EE73B1714E7B4722A4E620BD664FCFB1,16,16
C010775B41EBC68A24A900A5A4F3349E,2 Months,2ヶ月後
980E04604C2851D96DBE2BA89F232A70,2 lockpicks remaining,残り2本のロックピック
9FBC1CA04AE02094353431BEBD43395C,3 Months,3ヶ月後
B7294B82465DEAEBBF7D53ADC3FB7895,30 minutes,30分
952E47674B9A199D23EE4C99F0F48C0B,3rd Grade Science Textbook (Burnt Hand),3年生理科教科書（火傷した手）
AFFFB2974C8B094FBE9AE19614908727,5 Days,5日後
6FEBB0DF425F8A691FAAF2926A4D4CC2,5 minutes,5分
F015570D42CD3A105C0FEEACFFC4C284,5.56mm Round,5.56mm弾
BDE5CBB548B5FD9CEA9B10A337136F0F,5.7x28mm Round,5.7x28mm弾
7D6AE4B34737E8F96086139AD4DB7406,50% fall damage.,落下ダメージ 50%。
B9816492436B190E761A55841A51D2F7,50% less likely to break your arms or legs.,腕や脚を骨折する可能性が 50% 低くなります。
2E18FC1C4056F9024F9437876A2ED1E1,50% less tiredness from jumping.,ジャンプによる疲労が 50% 軽減されます。
A658902D452F799C35654097452CB8FF,50% less tiredness from melee weapons.,近接武器による疲労が 50% 軽減されます。
18761A5D451E98816DB0F5A5951925D1,50% reduction to all incoming damage.,受けるダメージを全て 50% 軽減されます。
44DF35D24ECD9954CA3496B544A093CB,57,57
45B5A316401B8CB342DE0C999648E355,6 Months,6ヶ月後
656F21754C6EA34B8EF0248A8AD268BF,7.62mm Round,7.62mm弾
34DB129A4777C0A70EFAF5B2912AAF09,9 Months,9ヶ月後
4494CC7143D5823C0388C1A525F8F68F,93.4 Broadcast Station,93.4 放送局
7877EDFF475D0A7FA4E50AB99FE626D4,93.4 Broadcast Station,93.4 放送局
948C388F485165CF2C6A9FAE51033F4D,95.2 Golden Days,95.2 ゴールデンデイズ
13E77D75E5E746DAA1FC60C3181EA5ED,9mm Round,9mm弾
4BEC5909477A3BCAC2C4FE97A171C24E,"<Link to=""{URL}"">Read more here.</>","<Link to=""{URL}"">詳細はこちらをご覧ください。</>"
5B2CD6FF4AA41580556072961985CAD7,A BBQ Fajita.,BBQファヒータ。
B0BBFFD04A6DA25009BE5AB635828C4B,A Diver's Guide to Holding Your Breath (Drowning),ダイバーのための息止めガイド（溺死）
E049C279434197426578D7992041F8F3,A Lightless Bog,光のない沼
BA42EC05491BAC5DE45E7E941DAE5841,A LoneStar 1911 magazine. Holds .45 ACP Rounds.,ローンスター 1911用マガジン。.45 ACP弾を装填可能。
671185BF4E1450C423AFB7A6F25B7414,A P9 magazine. Holds 5.7x28mm rounds.,UN P9用マガジン。5.7x28mm弾を装填可能。
D194A8104A1B2E3DDED657B3620F01B5,A Sunny Day in the Sahara (Overheating),サハラ砂漠の晴れた日（過熱）
1D1630074BFA6E1121038FB234B18BD9,A Turkish beef kebap.,トルコ風ビーフケバブ。
F492C3FE4E34010A61E53FA312BA9D61,A UN Fifty-Seven magazine. Holds 5.7x28mm Rounds.,UN 57用マガジン。5.7x28mm弾を装填可能。
5A0764C547EF3F9AEA7F37A7D7A61D7B,A Wolfram 17 magazine. Holds 9mm Rounds.,ウルフラム 17用マガジン。9mm弾を装填可能。
334B0E18426C3FB0EC5ABEB2371A9C05,A baby plant that failed to grow.,成長に失敗した未成熟な植物。
33A285CE485C845326C4C89701B2BD6F,A baby plant that hasn't grown yet.,まだ成長していない未成熟な植物。
AC583C614F9327339767C795A6267990,A bag full of flour.,小麦粉がいっぱい入った袋。
F31909564254806CE7F1E2BEB70E0754,A bag full of yeast.,イーストがいっぱい入った袋。
2476436A4F299A67771D4FABC8C6CBEE,A bag of animal feed.,動物の飼料が入った袋。
374B8A9C4E4E1786E1B4CDB5CE0547C0,A bag of animal feed.,動物の飼料が入った袋。
3CCC6F56437438784FBE06BCF429ACCC,A bag of animal feed.,動物の飼料が入った袋。
6780EA0847D69D4195098FACA0D21008,A bag of animal feed.,動物の飼料が入った袋。
7F92E8794D1D9AD783D604BD3AE86F9C,A bag of coffee grounds.,コーヒーかすが入った袋。
A6CF74A840B5369B84CC208765C13750,A bag of compost.,堆肥、栽培用の土壌が入った袋。
95A6E6DB49E191F74711258F7893864F,A bag of concrete mix. <cf><cf>Useful in crafting.,コンクリートミックスが入った袋。<cf><cf>製作で役立ちます。
B8C8EA574247998C23685FA541177264,A bag of dry cat food.,ドライキャットフードが入った袋。
CBAB99E143DC45C4A0C7059036A2BF85,A bag of dry dog food.,ドライドッグフードが入った袋。
87446CCC4D41CE9E0BEC808823D30DF2,A bag of flash-frozen fries.,急速冷凍されたフライドポテトが入った袋。
F63C3996489F51475C826C8C19275F82,A bag of hot dog buns.,ホットドッグ用のパンが入った袋。
342A3BAA4CB5931AD9243780296EE752,A bag of rice. Would be better if it was cooked.,米が入った袋。炊いた方が美味しいです。
A8DC8252449C82690BD2DEAE540DCB98,A bag of rice. Would be better if it was cooked.,米が入った袋。炊いた方が美味しいです。
187170B5444B54D4AF2A2C8CE71EEE13,A bag of standard quality planting soil.,培養土、栽培用の土壌が入った袋。
6EBFC3994D8FB4AE542C03A773597B3E,A bag of sugar. Would be better if used in cooking. ,砂糖が入った袋。調理に使ったほうが良いでしょう。
AD2D0A124F886BA4535122974417970A,A baguette.,バゲット。
039F842E4F27D0B6BB24E384CDBCCA2F,A ball of steel wool.<cf><cf>Can be used to strip rust off of cars.,スチールウールの玉。<cf><cf>車のサビ落としに使えます。
A93DC15B43EF7068D80275B3CC7A7A30,A banana.,バナナ。
DBEF627C42355D059AE33E9239A2C56E,A bandana.,バンダナ。
983839EF46A790C543B9EF90CA1BB15C,A bar frequented by veterans.,退役軍人がよく訪れるバー。
9D92659942E700C1920B51834D489FE4,A bar frequented by veterans.,退役軍人がよく訪れるバー。
9B292D6A4CEECBFC225E8492122F0D7B,A bar of soap.,石鹸一個。
835AF49149E8C6A1D7C26297C864DE07,A barber shop.,理髪店。
891E80CE491CAEC8AC191CA796D78D7D,A barcode scanner. Used to scan barcodes.,バーコードスキャナー。バーコードをスキャンするために使用します。
73C762C14AEA21C23A36DEA12772B877,A barn storing various vehicles outdoors with a mechanic shop inside.,屋外にさまざまな車両を保管している納屋で、内部には整備工場があります。
FD2092F7440FD00D1ACE609C919CA80E,A barn with different traps and other defenses.,さまざまな罠や防御装置を備えた納屋。
6E0601FD444209352F664285C60DE870,A baseball diamond.,野球場。
7388AA47430EB58C5B2010BD818F53D7,A baseball hat.,野球帽。
00A4861A424B6E4BAFFC29BE27E4B2FB,"A basic bandage.<cf><cf>Used to cover deep wounds, stop bleeding, and prevent infection. ",基本的な包帯。<cf><cf>深い傷を覆い、出血を止め、感染を防ぐために使用します。
776CBCA448513309D5C7CA86C519C4AA,"A basic bandage.<cf><cf>Used to cover deep wounds, stop bleeding, and prevent infection. ",基本的な包帯。<cf><cf>深い傷を覆い、出血を止め、感染を防ぐために使用します。
950D76C24BDE2DAB46539DB2425B6954,A basic hammer.,基本的なハンマー。
AA38C3C2474A10D98E8DDFBEF33FC889,A basic respirator.,標準的な防護マスク。
0B677B62413B7D105FF842B350D24E09,A basic screwdriver.,基本的なスクリュードライバー。
BCBC67BB44A340C084D2EB87635EA3EE,A basic sponge used for cleaning dishes.,食器洗いに使うベーシックなスポンジ。
7A7BAE574E780779155DECAFB0EEC578,A basic walkie talkie. <cf><cf>Allows for cross-map communication within a certain range.,標準的なトランシーバー。<cf><cf>一定の範囲内であればマップ内での通信が可能です。
EC8A741C40C385041C9163B4B1A4F435,"A battery used for power tools. <cf><cf>Battery will deplete energy as it's being used, but can be recharged.",電動工具に使用されるバッテリー。<cf><cf>バッテリーは使用すると電力が消耗しますが、充電することができます。
E2DE2D8243937E33D75A3C88D0ECC56C,A battery used to power some smaller electronics.,小型電子機器に電力を供給するために使用されるバッテリー。
10CF81BB451D7F3DDF59DBB75C0FE2D2,A beef enchilada.,ビーフエンチラーダ。
E7759465488ECA628EE5D2BC5A9593EC,"A beer bottle, usually has beer in it.",ビール瓶。通常はビールが入っています。
965C0418432FD24DABDDF3B1825D2082,"A beer bottle, usually has beer in it.<cf><cf>A pseudo-imported European beer, sold internationally and bottled in hundreds of different countries.",ビール瓶。通常はビールが入っています。<cf><cf>ヨーロッパからの偽輸入品ビールです。国際的に販売され、何百もの異なる国で瓶詰めされています。
DE701A944F157B10A47970AB281FD89F,"A beer bottle, usually has beer in it.<cf><cf>Cerveza Higado is an imported Mexican lager, known for ads featuring tropical beaches and day drinking.",ビール瓶。通常はビールが入っています。<cf><cf>セルベッサ?イガドは、輸入メキシカンラガーです。トロピカルビーチや昼間からの飲酒を宣伝する広告で知られています。
4DD657F34B6342597902F0A5D7F28CC0,"A beer bottle, usually has beer in it.<cf><cf>Cheap, uniform, and flat. It gets the job done.",ビール瓶。通常はビールが入っています。<cf><cf>安っぽく、どれも同じ味で、気が抜けています。ですが、酔うという役割は果たしてくれます。
613E2D9440FFDAF9362537809F63EAE9,"A beer bottle, usually has beer in it.<cf><cf>Comes from a small microbrewery based in NYC. Double the alcohol content, triple the price.",ビール瓶。通常はビールが入っています。<cf><cf>ニューヨークを拠点とする小さな地ビール醸造所のものです。アルコール度数は 2 倍ですが、価格は 3 倍します。
87349B60421812E26C3147817F6AEEAA,A beret.,ベレー帽。
F6CAB6DE4A78B0BADBB9E1AAF4744BE6,A bit warmer than a T-shirt.,Tシャツより少し暖かいです。
54C2AAA945D11A8D16EC84A057A0C710,A blood pressure cuff.,血圧計のカフ。
6536A43C465CE9D991F4D280FBC396C6,A blue binder.,青いバインダー。
B8EA69054444C1EDF7ECC2B301FDD44D,A bone scraper.,骨を削る器具。
9B702DC44F5EBE15511B62A924A93915,"A bottle of bleach, usually has bleach in it.",漂白剤のボトル。通常は漂白剤が入っています。
121024AD447340C3D7C5748FD06C33AF,"A bottle of car oil, usually has car oil in it.<cf><cf>Essential to keep car engines happy and healthy!",車のオイルボトル。通常は車のオイルが入っています。<cf><cf>車のエンジンを快調に保つために不可欠です！
CCB70A5F4447D4D4508FD187DA5E0658,"A bottle of cold medicine, usually contains cold medicine.<cf><cf>Can help reduce symptoms of colds. Makes recovery from colds occur twice as fast.",風邪薬のボトル。通常は風邪薬が入っています。<cf><cf>風邪の症状を和らげるのに使えます。風邪の治りが 2 倍速くなります。
476CF87248B493608A765585D53EEE95,"A bottle of conditioner, specifically made for dogs or cats, usually has conditioner in it.",犬または猫専用のコンディショナーのボトル。通常はコンディショナーが入っています。
0E08BE954E5538FAD279F5A36F9314F3,A bottle of cooking oil. Would be better if used in cooking.,食用油のボトル。料理に使うと良いでしょう。
EFDCE3D745DC113540A2CD8A7284CD5A,"A bottle of detergent, usually has detergent in it. Can be used to clean clothing.",洗剤のボトル。通常は洗剤が入っています。衣類の洗濯に使えます。
63F570EA46A53FF7FDD745AC58230DDD,"A bottle of fabric softener, usually has fabric softener in it.",柔軟剤のボトル。通常は柔軟剤が入っています。
FE899DEF440BC8504DDF9EB4A037D412,"A bottle of glass cleaner, usually has glass cleaner in it.",ガラスクリーナーのボトル。通常はガラスクリーナーが入っています。
DDC8240E4312AFE4F42E7699F772399A,"A bottle of glue, usually has glue in it.<cf><cf>Useful in crafting.",接着剤のボトル。通常は接着剤が入っています。<cf><cf>製作で役立ちます。
2CCE6F494A3401DD0376CBA3B00E43DE,"A bottle of hair growth serum, usually has serum in it.",育毛剤のボトル。通常は育毛剤が入っています。
067DE50440E1AFEA6092D88872C4643D,"A bottle of hand soap, usually has hand soap in it. Can be used to disinfect smaller wounds.",ハンドソープのボトル。通常はハンドソープが入っています。小さな傷の消毒に使えます。
727C8F594385A502686EAA99EE2E2CFB,"A bottle of hot sauce, usually has hot sauce in it.",ホットソースのボトル。通常はホットソースが入っています。
E65D7CED415DF9B19C0D24A505B58F45,"A bottle of ketchup, usually has ketchup in it.",ケチャップのボトル。通常はケチャップが入っています。
05CAA668445595663607A7A09A2C1404,"A bottle of pet purfume, usually has perfume in it.",ペット用香水のボトル。通常は香水が入っています。
707D33464D0D19404FC8BEA2C7E07036,"A bottle of ranch, usually has ranch in it.",ランチドレッシングボトル。通常はドレッシングが入っています。
B66C7A02445AE8897333D0BF2D093CA2,"A bottle of shampoo, specifically made for dogs or cats, usually has shampoo in it.",犬または猫専用のシャンプーのボトル。通常はシャンプーが入っています。
90BA9604443A2AC0460FCAABFE2B261F,"A bottle of shampoo, usually has shampoo in it.",シャンプーのボトル。通常はシャンプーが入っています。
AB4D2B9D4F629264FE1CD298352D2DE8,A bottle of sunscreen.,日焼け止めのボトル。
AD6F82144A0BC127428438821EDEA7CD,"A bottle of toilet cleaner, usually has toilet cleaner in it.",トイレクリーナーのボトル。通常はトイレクリーナーが入っています。
2F0742894576D25B9D84B3ABECFD848F,A bottle of toothpaste. Minty!,歯磨き粉のボトル。ミント味！
543EDD17454C2C155F6A99B9CC8288FE,"A bottle, usually with water in it.",ボトル。通常は水が入っています。
45A367FD48D1DCE1A65D279CACB6DF8E,"A bow, for firing arrows.",弓。矢を放つために使います。
638B000B4FB397732AC24EA5994A53C7,A bowl of cheese fondue.,チーズフォンデュの入ったボウル。
2E9A22CB40EDBC8BF686EBB4ADBE4849,A bowl of chocolate fondue.,チョコレートフォンデュの入ったボウル。
F6DB1843452C57342F5AFB8B391814E3,A bowl of jambalaya.,ジャンバラヤの入ったボウル。
C4A8920048DD95EBBA10B78EFD1953CA,A bowl of rice pilaf.,ピラフの入ったボウル。
2690AE1A4691916CDBBB99ADF51A825B,A bowl of risotto.,リゾットの入ったボウル。
66A1796D4D26BC75E5B1B4A31FF12C72,A bowl of soup.,一杯のスープ。
6AAEE1064294577D0A4A0C8361036DA1,A bowl of soup.,一杯のスープ。
6E481A99479152D8D7C8AE823CE10739,A bowl of soup.,一杯のスープ。
BC3677834DD1C645F559229630F7157F,A bowl of soup.,一杯のスープ。
F70293234AB2523117689CB4FC24553E,A bowl of soup.,一杯のスープ。
F9F9FA244C26788057B9AEA20E490C55,A bowl of spaghetti carbonara.,スパゲッティカルボナーラの入ったボウル。
926220E74206F51AA932D385A8D2878C,A bowl of stew.,シチューの入ったボウル。
AD9FA575405D9D5CF1DF66950D72196E,A box full of bauxite powder. Don't breathe this!<cf><cf>Used in advanced crafting recipes.,ボーキサイトの粉末が詰まった箱。吸い込まないように！<cf><cf>上級製作レシピで役立ちます。
897F3E1B44F264711B403D968862D62B,A box full of graphite powder. Don't breathe this!<cf><cf>Used in advanced crafting recipes.,グラファイトの粉末が詰まった箱。吸い込まないように！<cf><cf>上級製作レシピで役立ちます。
CCBACBE04039745799CFF593B94E4EB1,A box full of limestone powder. Don't breathe this!<cf><cf>Used in advanced crafting recipes.,石灰岩の粉末が詰まった箱。吸い込まないように！<cf><cf>上級製作レシピで役立ちます。
CF6F286541ACC43728DA8BAAD3666FC9,A box of .357 Magnum rounds.,.357 マグナム弾の箱。
0500E14F4FDB99A36FFAC4A6ED2C9085,A box of .38 Special rounds.,.38 スペシャル弾の箱。
1E5A85FE47736609A6B6058B410DF452,A box of .45 ACP rounds.,.45 ACP弾の箱。
BD4CAFD141C74CA314A2E1B2408C9E24,A box of .50 BMG rounds.,.50 BMG弾の箱。
0B8F652848C7E3C2BB6FD482662B476D,A box of 12 Gauge rounds.,12 ゲージ弾の箱。
FFBEF1814997857666FBF1AF83B21B94,A box of 5.56mm rounds.,5.56mm弾の箱。
B9BEB8524369F4A6591D5084E70C8CDA,A box of 5.7x28mm rounds.,5.7x28mm弾の箱。
E53300CD401E0BBFD245728C298AA0AB,A box of 7.62mm rounds.,7.62mm弾の箱。
2B3DC6EBA0B1471994EB5B1815475A5C,A box of 9mm rounds.,9mm弾の箱。
3D93960D4618D96A8D52F38C7BF8E8D0,A box of almonds.,アーモンドの箱。
5FD709FE48B925B6DA692984D05CDC91,"A box of beef broth, usually has broth in it. Would be better in a soup!",ビーフブイヨンの箱。通常はブイヨンが入っています。スープにすればもっと美味しいですよ！
FA5899454CF076B61E7C64AA14FE6121,A box of beef patties.,ビーフパティの箱。
B8DC79BE41EFCDF3771B49AEFCE3AC61,A box of breadsticks.,ブレッドスティックの箱。
9A2C73364BFDB2E26FA70DA886D2877E,A box of cashews.,カシューナッツ一箱。
090323304A89067512C3DB82141E942A,A box of cereal.,シリアルの箱。
573E82624C049C3A0B7E47BA7C071AAF,A box of cereal.,シリアルの箱。
E075D32D4615AE41606C1FA29E3F7BDA,A box of cereal.,シリアルの箱。
484DE67D47517D9E3A2EBDBF3F4E7E23,A box of chalk sticks.,チョークスティックの箱。
27F88F8E45F67AC9945C67AD888F91E8,"A box of chicken broth, usually has broth in it. Would be better in a soup!",チキンブイヨンの箱。通常はブイヨンが入っています。スープにすればもっと美味しいですよ！
C27E659340B44AC6175D0B843DDBE619,A box of chicken noodles. Would be better cooked.,チキンヌードルの箱。調理した方が美味しいと思います。
2B56AC174A8D96B663EE0BAF66A0A95C,A box of chocolate boom tarts.,チョコレートブームタルトの箱。
A06CC67C4BA4D3B9461015B25E0241B6,A box of chocolate chip cookies.,チョコチップクッキーの箱。
8A454CD64D9806922D480C917AEB9EED,A box of citrus cakes.,シトラスケーキの箱。
8299B68042AB2D22B1B641B6001C3794,A box of crackers.,クラッカーの箱。
ACAE709F408E5A9C1471E5A3D7A8D34D,A box of crackers.,クラッカーの箱。
AD7BA18347BAF8501C67659E286BF7BD,A box of crackers.,クラッカーの箱。
059C4A624FADA0DCA6D48F956DD85732,A box of fancy chocolate with nuts. Expensive!,ナッツ入りの高級チョコレートの箱。とても高い！
BC1DC1184D863FE6EF9801ADA8BE9C66,A box of fancy dark chocolate. Expensive!,高級ダークチョコレートの箱。とても高い！
250567FC4050B467A72ED6A09DE27BB8,A box of fancy milk chocolate. Expensive!,高級ミルクチョコレートの箱。とても高い！
C210625D4C1AEBF7787C9DBD451FDBA5,A box of flash-frozen fish.,瞬間冷凍された魚の箱。
E6084A7B40FFD8BFB9184ABB08250C59,A box of flash-frozen waffles.,瞬間冷凍されたワッフルの箱。
52CD822C4489CC95C30972B437D76286,A box of handmade screws.,手作りのネジの箱。
FEBA24F14A815C897B5092B7947064A1,A box of handmade springs.,手作りのスプリングの箱。
7364742040CBDDD9B3CEA59FC519AFCF,A box of hazelnut cookies.,ヘーゼルナッツクッキーの箱。
C2F5F286422CC029DE3902BAC24177FF,A box of hazelnuts.,ヘーゼルナッツの箱。
FA048FDC4B16FB52F6821F9D8C08DFDD,A box of hot chocolate mix.,ホットチョコレートミックスの箱。
87A8554142D18DB277CBAE8DD0E8BF37,"A box of mac & cheese, but organic. Would be better cooked.",マカロニ＆チーズの箱。オーガニックだけど、調理した方が美味しいと思います。
6F056FB04D0A63F34DA871A055C615A5,A box of mac & cheese. Would be better cooked.,マカロニ＆チーズの箱。調理した方が美味しいと思います。
0716E2FC4ADC360A83B56A866667EC0D,A box of nails.,釘の箱。
4B894D364612C4FBCD633A81E354789D,A box of oatmeal.,オートミールの箱。
B7266CE84B7C8CCDBD5BC3973D92A2D0,A box of oatmeal.,オートミールの箱。
C3C91B5F4A630E26CF99D49E06B99D83,A box of oatmeal.,オートミールの箱。
ADF10FB74F3005BD082EF99FE5A2894D,A box of peanuts.,ピーナッツの箱。
95BF5A464FF99D577829519C02B49633,A box of penne. Would be better if it was cooked.,ペンネの箱。茹でた方が美味しいです。
BD477246461A1D0A99F2229C0110C949,A box of pineapple citrus cakes.,パイナップルシトラスケーキの箱。
1D211CF04DC0DB5552D7DB8DA2119A70,A box of pistachios.,ピスタチオの箱。
3DC9849D4C46C59155C933A88A289EC8,A box of plain boom tarts.,プレーンブームタルトの箱。
DBE1A9584B7ECF54B8CCDE8EA82F3F69,A box of powdered detergent.,粉末洗剤の箱。
DD4FA9B249F66910D46D9B8E0A9E7370,A box of screws.,ネジの箱。
AFEACDBA4BA3304CDC542E9FBD7B29A5,A box of spaghetti. Would be better if it was cooked.,スパゲッティの箱。茹でた方が美味しいです。
A31EA39E41C221187075CFB1FD03DC8D,A box of springs.,スプリングの箱。
AC3AB6614C2ABC853F254A9F446A580D,A box of strawberry boom tarts.,ストロベリーブームタルトの箱。
09D90C7D49A70A1DE2B767B8E48FF7E7,"A box of strong, heavy bolts.",頑丈なヘビーボルトの箱。
DBBCCC3246749F7217EAECA9D1BB26EC,"A box of strong, heavy bolts.",頑丈なヘビーボルトの箱。
C15B2E434604C8DBEF04F386144A8C73,A box of tea bags.,ティーバッグの箱。
BFCF3DD94CD021AAFE8E10BD03AF79B4,A box of tissues.,ティッシュの箱。
7632992E40965665222768B4E61504ED,A box of tortillas.,トルティーヤの箱。
D8E12675444338F8FB9537A3AE70FAD9,A box of vanilla biscuits.,バニラビスケットの箱。
772650FC4BEC89F3BF78B18468920AEB,"A box of vegetable broth, usually has broth in it. Would be better in a soup!",野菜ブイヨンの箱。通常はブイヨンが入っています。スープにしたらもっと美味しいよ！
5B2628D5478F2E2AD3676FBFAA7DD24E,A box of walnuts.,クルミの箱。
68400B2E494D7A11C79CC08FB41BA2F6,A box of wheat biscuits.,小麦ビスケットの箱。
1B27DC234E3B4CDF5E2A2EB5A2F4CB6F,A box of zitoni tagliati. Would be better if it was cooked.,ジトーニ?タリアーティの箱。調理した方が美味しいと思います。
